"Year","Month","CardioTot","CardioED","HypoTot","HypoED","RespTot","RespED","Admissions","AllCases","MonthNr","Hospital"
1999,"Nov",4,3,0,0,0,0,1189,4,-1,"Oxford Radcliffe"
1999,"Dec",8,5,0,0,0,0,1378,8,0,"Oxford Radcliffe"
2000,"Jan",7,2,0,0,1,1,1185,8,1,"Oxford Radcliffe"
2000,"Feb",5,3,0,0,1,0,1139,6,2,"Oxford Radcliffe"
2000,"Mar",7,2,0,0,0,0,1215,7,3,"Oxford Radcliffe"
2000,"Apr",2,0,1,1,0,0,1187,3,4,"Oxford Radcliffe"
2000,"May",12,8,0,0,0,0,1291,12,5,"Oxford Radcliffe"
2000,"Jun",7,3,1,1,1,1,1239,9,6,"Oxford Radcliffe"
2000,"Jul",8,2,0,0,1,1,1356,9,7,"Oxford Radcliffe"
2000,"Aug",12,5,0,0,0,0,1346,12,8,"Oxford Radcliffe"
2000,"Sep",6,2,1,1,1,1,1243,8,9,"Oxford Radcliffe"
2000,"Oct",6,2,0,0,4,3,1351,10,10,"Oxford Radcliffe"
2000,"Nov",4,1,0,0,1,0,1329,5,11,"Oxford Radcliffe"
2000,"Dec",10,4,0,0,0,0,1363,10,12,"Oxford Radcliffe"
2001,"Jan",6,3,1,0,2,1,1433,9,13,"Oxford Radcliffe"
2001,"Feb",3,0,0,0,0,0,1276,3,14,"Oxford Radcliffe"
2001,"Mar",9,7,0,0,0,0,1377,9,15,"Oxford Radcliffe"
2001,"Apr",6,4,2,1,0,0,1340,8,16,"Oxford Radcliffe"
2001,"May",5,1,0,0,1,0,1409,6,17,"Oxford Radcliffe"
2001,"Jun",3,1,0,0,1,1,1398,4,18,"Oxford Radcliffe"
2001,"Jul",6,3,2,2,0,0,1412,8,19,"Oxford Radcliffe"
2001,"Aug",4,1,1,1,1,0,1384,6,20,"Oxford Radcliffe"
2001,"Sep",5,0,0,0,0,0,1451,5,21,"Oxford Radcliffe"
2001,"Oct",2,2,0,0,2,0,1494,4,22,"Oxford Radcliffe"
2001,"Nov",7,2,1,0,3,2,1453,11,23,"Oxford Radcliffe"
2001,"Dec",8,3,0,0,1,1,1597,9,24,"Oxford Radcliffe"
2002,"Jan",4,2,0,0,1,1,1534,5,25,"Oxford Radcliffe"
2002,"Feb",7,2,0,0,0,0,1409,7,26,"Oxford Radcliffe"
2002,"Mar",6,3,0,0,0,0,1503,6,27,"Oxford Radcliffe"
2002,"Apr",4,3,1,0,0,0,1371,5,28,"Oxford Radcliffe"
2002,"May",3,2,1,0,0,0,1413,4,29,"Oxford Radcliffe"
2002,"Jun",2,2,0,0,0,0,1371,2,30,"Oxford Radcliffe"
2002,"Jul",6,0,0,0,1,1,1489,7,31,"Oxford Radcliffe"
2002,"Aug",7,5,0,0,0,0,1328,7,32,"Oxford Radcliffe"
2002,"Sep",10,7,0,0,0,0,1329,10,33,"Oxford Radcliffe"
2002,"Oct",2,1,1,1,0,0,1408,3,34,"Oxford Radcliffe"
2002,"Nov",8,5,0,0,2,2,1269,10,35,"Oxford Radcliffe"
2002,"Dec",9,6,1,1,1,1,1442,11,36,"Oxford Radcliffe"
2003,"Jan",5,1,0,0,0,0,1401,5,37,"Oxford Radcliffe"
2003,"Feb",6,2,0,0,1,1,1397,7,38,"Oxford Radcliffe"
2003,"Mar",7,4,1,1,1,0,1555,9,39,"Oxford Radcliffe"
2003,"Apr",9,4,0,0,0,0,1463,9,40,"Oxford Radcliffe"
2003,"May",3,1,0,0,3,1,1467,6,41,"Oxford Radcliffe"
2003,"Jun",7,1,1,0,0,0,1562,8,42,"Oxford Radcliffe"
2003,"Jul",10,3,0,0,0,0,1506,10,43,"Oxford Radcliffe"
2003,"Aug",7,5,0,0,1,1,1530,8,44,"Oxford Radcliffe"
2003,"Sep",4,2,0,0,0,0,1624,4,45,"Oxford Radcliffe"
2003,"Oct",9,5,0,0,0,0,1728,9,46,"Oxford Radcliffe"
2003,"Nov",1,0,0,0,0,0,1714,1,47,"Oxford Radcliffe"
2003,"Dec",2,0,0,0,5,5,1759,7,48,"Oxford Radcliffe"
2004,"Jan",6,5,0,0,2,2,1687,8,49,"Oxford Radcliffe"
2004,"Feb",5,5,1,1,3,2,1726,9,50,"Oxford Radcliffe"
2004,"Mar",6,3,1,1,2,0,1997,9,51,"Oxford Radcliffe"
2004,"Apr",2,1,0,0,0,0,1949,2,52,"Oxford Radcliffe"
2004,"May",5,2,0,0,0,0,2178,5,53,"Oxford Radcliffe"
2004,"Jun",4,1,0,0,1,1,2048,5,54,"Oxford Radcliffe"
2004,"Jul",5,4,0,0,1,1,2099,6,55,"Oxford Radcliffe"
2004,"Aug",5,4,0,0,1,1,1996,6,56,"Oxford Radcliffe"
2004,"Sep",7,4,1,1,0,0,2112,8,57,"Oxford Radcliffe"
2004,"Oct",5,2,0,0,1,0,2093,6,58,"Oxford Radcliffe"
2004,"Nov",3,3,0,0,0,0,1961,3,59,"Oxford Radcliffe"
2004,"Dec",7,2,1,1,1,1,1974,9,60,"Oxford Radcliffe"
2005,"Jan",8,4,0,0,1,1,2118,9,61,"Oxford Radcliffe"
2005,"Feb",5,1,1,0,1,1,1966,7,62,"Oxford Radcliffe"
2005,"Mar",4,2,1,0,0,0,2099,5,63,"Oxford Radcliffe"
2005,"Apr",5,1,0,0,2,1,2110,7,64,"Oxford Radcliffe"
2005,"May",5,2,0,0,0,0,2204,5,65,"Oxford Radcliffe"
2005,"Jun",8,4,1,1,0,0,2094,9,66,"Oxford Radcliffe"
2005,"Jul",2,1,1,1,0,0,2194,3,67,"Oxford Radcliffe"
2005,"Aug",7,4,0,0,1,1,2039,8,68,"Oxford Radcliffe"
2005,"Sep",8,3,0,0,0,0,1949,8,69,"Oxford Radcliffe"
2005,"Oct",5,1,0,0,0,0,2261,5,70,"Oxford Radcliffe"
2005,"Nov",6,2,0,0,1,0,1961,7,71,"Oxford Radcliffe"
2005,"Dec",6,3,0,0,0,0,2207,6,72,"Oxford Radcliffe"
2006,"Jan",6,2,1,0,0,0,2111,7,73,"Oxford Radcliffe"
2006,"Feb",2,1,0,0,3,1,1947,5,74,"Oxford Radcliffe"
2006,"Mar",6,3,1,0,2,1,2117,9,75,"Oxford Radcliffe"
2006,"Apr",5,2,2,0,0,0,1940,7,76,"Oxford Radcliffe"
2006,"May",4,2,0,0,1,1,1976,5,77,"Oxford Radcliffe"
2006,"Jun",5,2,0,0,0,0,2010,5,78,"Oxford Radcliffe"
2006,"Jul",6,1,0,0,1,1,2159,7,79,"Oxford Radcliffe"
2006,"Aug",5,4,1,1,1,1,2020,7,80,"Oxford Radcliffe"
2006,"Sep",8,6,2,1,0,0,2034,10,81,"Oxford Radcliffe"
2006,"Oct",9,7,1,0,0,0,2041,10,82,"Oxford Radcliffe"
2006,"Nov",5,5,0,0,0,0,2085,5,83,"Oxford Radcliffe"
2006,"Dec",5,4,0,0,0,0,2192,5,84,"Oxford Radcliffe"
2007,"Jan",2,1,0,0,0,0,2252,2,85,"Oxford Radcliffe"
2007,"Feb",8,2,1,1,0,0,2061,9,86,"Oxford Radcliffe"
2007,"Mar",6,3,0,0,0,0,2306,6,87,"Oxford Radcliffe"
2007,"Apr",5,4,0,0,0,0,2184,5,88,"Oxford Radcliffe"
2007,"May",7,6,1,0,0,0,2246,8,89,"Oxford Radcliffe"
2007,"Jun",6,4,0,0,0,0,2226,6,90,"Oxford Radcliffe"
2007,"Jul",6,6,0,0,1,1,2271,7,91,"Oxford Radcliffe"
2007,"Aug",3,1,0,0,0,0,2200,3,92,"Oxford Radcliffe"
2007,"Sep",7,4,0,0,0,0,2175,7,93,"Oxford Radcliffe"
2007,"Oct",6,3,0,0,0,0,2332,6,94,"Oxford Radcliffe"
2007,"Nov",5,3,0,0,0,0,2264,5,95,"Oxford Radcliffe"
2007,"Dec",7,3,0,0,1,0,2328,8,96,"Oxford Radcliffe"
2008,"Jan",2,0,0,0,0,0,2200,2,97,"Oxford Radcliffe"
2008,"Feb",6,3,0,0,0,0,2141,6,98,"Oxford Radcliffe"
2008,"Mar",6,3,0,0,1,1,2344,7,99,"Oxford Radcliffe"
2008,"Apr",9,4,0,0,0,0,2289,9,100,"Oxford Radcliffe"
2008,"May",4,1,1,1,3,3,2353,8,101,"Oxford Radcliffe"
2008,"Jun",4,2,0,0,0,0,2327,4,102,"Oxford Radcliffe"
2008,"Jul",8,6,0,0,0,0,2353,8,103,"Oxford Radcliffe"
2008,"Aug",3,2,1,1,0,0,2272,4,104,"Oxford Radcliffe"
2008,"Sep",7,6,0,0,0,0,2339,7,105,"Oxford Radcliffe"
2008,"Oct",7,4,1,0,1,1,2425,9,106,"Oxford Radcliffe"
2008,"Nov",12,9,2,0,2,2,2402,16,107,"Oxford Radcliffe"
2008,"Dec",5,2,2,1,2,1,2530,9,108,"Oxford Radcliffe"
2009,"Jan",11,6,2,2,1,0,2378,14,109,"Oxford Radcliffe"
2009,"Feb",6,2,1,0,1,1,2231,8,110,"Oxford Radcliffe"
2009,"Mar",9,4,2,1,0,0,2542,11,111,"Oxford Radcliffe"
2009,"Apr",5,4,0,0,0,0,2373,5,112,"Oxford Radcliffe"
2009,"May",11,6,0,0,1,1,2555,12,113,"Oxford Radcliffe"
2009,"Jun",7,6,0,0,2,2,2402,9,114,"Oxford Radcliffe"
2009,"Jul",6,3,1,0,0,0,2322,7,115,"Oxford Radcliffe"
2009,"Aug",3,2,3,2,1,1,2273,7,116,"Oxford Radcliffe"
2009,"Sep",9,2,0,0,1,0,2334,10,117,"Oxford Radcliffe"
2009,"Oct",10,5,0,0,1,1,2541,11,118,"Oxford Radcliffe"
2009,"Nov",6,2,0,0,2,2,2436,8,119,"Oxford Radcliffe"
2009,"Dec",7,1,1,0,2,2,2528,10,120,"Oxford Radcliffe"
2010,"Jan",10,7,0,0,0,0,2456,10,121,"Oxford Radcliffe"
2010,"Feb",7,5,0,0,1,1,2234,8,122,"Oxford Radcliffe"
2010,"Mar",6,5,1,1,0,0,2503,7,123,"Oxford Radcliffe"
2010,"Apr",3,0,1,0,0,0,2323,4,124,"Oxford Radcliffe"
2010,"May",9,7,2,1,1,1,2474,12,125,"Oxford Radcliffe"
2010,"Jun",7,4,0,0,0,0,2371,7,126,"Oxford Radcliffe"
2010,"Jul",6,4,4,2,0,0,2474,10,127,"Oxford Radcliffe"
2010,"Aug",6,4,1,1,0,0,2393,7,128,"Oxford Radcliffe"
2010,"Sep",4,0,1,1,1,1,2257,6,129,"Oxford Radcliffe"
2010,"Oct",5,3,0,0,1,1,2531,6,130,"Oxford Radcliffe"
2010,"Nov",11,6,5,3,1,1,2388,17,131,"Oxford Radcliffe"
2010,"Dec",9,4,2,0,2,2,2519,13,132,"Oxford Radcliffe"
2011,"Jan",8,4,1,1,2,2,2260,11,133,"Oxford Radcliffe"
2011,"Feb",12,9,0,0,1,1,2098,13,134,"Oxford Radcliffe"
2011,"Mar",13,6,0,0,0,0,2437,13,135,"Oxford Radcliffe"
2011,"Apr",4,4,4,2,0,0,2368,8,136,"Oxford Radcliffe"
2011,"May",5,2,0,0,0,0,1823,5,137,"Oxford Radcliffe"
2011,"Jun",NA,NA,NA,NA,NA,NA,NA,NA,138,"Oxford Radcliffe"
2011,"Jul",NA,NA,NA,NA,NA,NA,NA,NA,139,"Oxford Radcliffe"
2011,"Aug",NA,NA,NA,NA,NA,NA,NA,NA,140,"Oxford Radcliffe"
2011,"Sep",NA,NA,NA,NA,NA,NA,NA,NA,141,"Oxford Radcliffe"
2011,"Oct",NA,NA,NA,NA,NA,NA,NA,NA,142,"Oxford Radcliffe"
2011,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,143,"Oxford Radcliffe"
2011,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,144,"Oxford Radcliffe"
1999,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,-1,"Stoke"
1999,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,0,"Stoke"
2000,"Jan",NA,NA,NA,NA,NA,NA,NA,NA,1,"Stoke"
2000,"Feb",NA,NA,NA,NA,NA,NA,NA,NA,2,"Stoke"
2000,"Mar",NA,NA,NA,NA,NA,NA,NA,NA,3,"Stoke"
2000,"Apr",NA,NA,NA,NA,NA,NA,NA,NA,4,"Stoke"
2000,"May",NA,NA,NA,NA,NA,NA,NA,NA,5,"Stoke"
2000,"Jun",NA,NA,NA,NA,NA,NA,NA,NA,6,"Stoke"
2000,"Jul",NA,NA,NA,NA,NA,NA,NA,NA,7,"Stoke"
2000,"Aug",NA,NA,NA,NA,NA,NA,NA,NA,8,"Stoke"
2000,"Sep",NA,NA,NA,NA,NA,NA,NA,NA,9,"Stoke"
2000,"Oct",NA,NA,NA,NA,NA,NA,NA,NA,10,"Stoke"
2000,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,11,"Stoke"
2000,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,12,"Stoke"
2001,"Jan",NA,NA,NA,NA,NA,NA,NA,NA,13,"Stoke"
2001,"Feb",NA,NA,NA,NA,NA,NA,NA,NA,14,"Stoke"
2001,"Mar",NA,NA,NA,NA,NA,NA,NA,NA,15,"Stoke"
2001,"Apr",NA,NA,NA,NA,NA,NA,NA,NA,16,"Stoke"
2001,"May",NA,NA,NA,NA,NA,NA,NA,NA,17,"Stoke"
2001,"Jun",NA,NA,NA,NA,NA,NA,NA,NA,18,"Stoke"
2001,"Jul",NA,NA,NA,NA,NA,NA,NA,NA,19,"Stoke"
2001,"Aug",NA,NA,NA,NA,NA,NA,NA,NA,20,"Stoke"
2001,"Sep",NA,NA,NA,NA,NA,NA,NA,NA,21,"Stoke"
2001,"Oct",NA,NA,NA,NA,NA,NA,NA,NA,22,"Stoke"
2001,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,23,"Stoke"
2001,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,24,"Stoke"
2002,"Jan",NA,NA,NA,NA,NA,NA,NA,NA,25,"Stoke"
2002,"Feb",NA,NA,NA,NA,NA,NA,NA,NA,26,"Stoke"
2002,"Mar",NA,NA,NA,NA,NA,NA,NA,NA,27,"Stoke"
2002,"Apr",NA,NA,NA,NA,NA,NA,NA,NA,28,"Stoke"
2002,"May",NA,NA,NA,NA,NA,NA,NA,NA,29,"Stoke"
2002,"Jun",NA,NA,NA,NA,NA,NA,NA,NA,30,"Stoke"
2002,"Jul",NA,NA,NA,NA,NA,NA,NA,NA,31,"Stoke"
2002,"Aug",NA,NA,NA,NA,NA,NA,NA,NA,32,"Stoke"
2002,"Sep",NA,NA,NA,NA,NA,NA,NA,NA,33,"Stoke"
2002,"Oct",NA,NA,NA,NA,NA,NA,NA,NA,34,"Stoke"
2002,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,35,"Stoke"
2002,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,36,"Stoke"
2003,"Jan",NA,NA,NA,NA,NA,NA,NA,NA,37,"Stoke"
2003,"Feb",NA,NA,NA,NA,NA,NA,NA,NA,38,"Stoke"
2003,"Mar",NA,NA,NA,NA,NA,NA,NA,NA,39,"Stoke"
2003,"Apr",NA,NA,NA,NA,NA,NA,NA,NA,40,"Stoke"
2003,"May",NA,NA,NA,NA,NA,NA,NA,NA,41,"Stoke"
2003,"Jun",NA,NA,NA,NA,NA,NA,NA,NA,42,"Stoke"
2003,"Jul",NA,NA,NA,NA,NA,NA,NA,NA,43,"Stoke"
2003,"Aug",NA,NA,NA,NA,NA,NA,NA,NA,44,"Stoke"
2003,"Sep",NA,NA,NA,NA,NA,NA,NA,NA,45,"Stoke"
2003,"Oct",NA,NA,NA,NA,NA,NA,NA,NA,46,"Stoke"
2003,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,47,"Stoke"
2003,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,48,"Stoke"
2004,"Jan",NA,NA,NA,NA,NA,NA,NA,NA,49,"Stoke"
2004,"Feb",NA,NA,NA,NA,NA,NA,NA,NA,50,"Stoke"
2004,"Mar",NA,NA,NA,NA,NA,NA,NA,NA,51,"Stoke"
2004,"Apr",NA,NA,NA,NA,NA,NA,NA,NA,52,"Stoke"
2004,"May",NA,NA,NA,NA,NA,NA,NA,NA,53,"Stoke"
2004,"Jun",NA,NA,NA,NA,NA,NA,NA,NA,54,"Stoke"
2004,"Jul",NA,NA,NA,NA,NA,NA,NA,NA,55,"Stoke"
2004,"Aug",NA,NA,NA,NA,NA,NA,NA,NA,56,"Stoke"
2004,"Sep",NA,NA,NA,NA,NA,NA,NA,NA,57,"Stoke"
2004,"Oct",NA,NA,NA,NA,NA,NA,NA,NA,58,"Stoke"
2004,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,59,"Stoke"
2004,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,60,"Stoke"
2005,"Jan",NA,NA,NA,NA,NA,NA,NA,NA,61,"Stoke"
2005,"Feb",NA,NA,NA,NA,NA,NA,NA,NA,62,"Stoke"
2005,"Mar",NA,NA,NA,NA,NA,NA,NA,NA,63,"Stoke"
2005,"Apr",NA,NA,NA,NA,NA,NA,NA,NA,64,"Stoke"
2005,"May",NA,NA,NA,NA,NA,NA,NA,NA,65,"Stoke"
2005,"Jun",NA,NA,NA,NA,NA,NA,NA,NA,66,"Stoke"
2005,"Jul",NA,NA,NA,NA,NA,NA,NA,NA,67,"Stoke"
2005,"Aug",NA,NA,NA,NA,NA,NA,NA,NA,68,"Stoke"
2005,"Sep",NA,NA,NA,NA,NA,NA,NA,NA,69,"Stoke"
2005,"Oct",NA,NA,NA,NA,NA,NA,NA,NA,70,"Stoke"
2005,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,71,"Stoke"
2005,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,72,"Stoke"
2006,"Jan",NA,NA,NA,NA,NA,NA,NA,NA,73,"Stoke"
2006,"Feb",NA,NA,NA,NA,NA,NA,NA,NA,74,"Stoke"
2006,"Mar",NA,NA,NA,NA,NA,NA,NA,NA,75,"Stoke"
2006,"Apr",NA,NA,NA,NA,NA,NA,NA,NA,76,"Stoke"
2006,"May",NA,NA,NA,NA,NA,NA,NA,NA,77,"Stoke"
2006,"Jun",NA,NA,NA,NA,NA,NA,NA,NA,78,"Stoke"
2006,"Jul",NA,NA,NA,NA,NA,NA,NA,NA,79,"Stoke"
2006,"Aug",NA,NA,NA,NA,NA,NA,NA,NA,80,"Stoke"
2006,"Sep",NA,NA,NA,NA,NA,NA,NA,NA,81,"Stoke"
2006,"Oct",NA,NA,NA,NA,NA,NA,NA,NA,82,"Stoke"
2006,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,83,"Stoke"
2006,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,84,"Stoke"
2007,"Jan",NA,NA,NA,NA,NA,NA,NA,NA,85,"Stoke"
2007,"Feb",NA,NA,NA,NA,NA,NA,NA,NA,86,"Stoke"
2007,"Mar",NA,NA,NA,NA,NA,NA,NA,NA,87,"Stoke"
2007,"Apr",NA,NA,NA,NA,NA,NA,NA,NA,88,"Stoke"
2007,"May",NA,NA,NA,NA,NA,NA,NA,NA,89,"Stoke"
2007,"Jun",NA,NA,NA,NA,NA,NA,NA,NA,90,"Stoke"
2007,"Jul",NA,NA,NA,NA,NA,NA,NA,NA,91,"Stoke"
2007,"Aug",NA,NA,NA,NA,NA,NA,NA,NA,92,"Stoke"
2007,"Sep",NA,NA,NA,NA,NA,NA,NA,NA,93,"Stoke"
2007,"Oct",NA,NA,NA,NA,NA,NA,NA,NA,94,"Stoke"
2007,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,95,"Stoke"
2007,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,96,"Stoke"
2008,"Jan",NA,NA,NA,NA,NA,NA,NA,NA,97,"Stoke"
2008,"Feb",NA,NA,NA,NA,NA,NA,NA,NA,98,"Stoke"
2008,"Mar",NA,NA,NA,NA,NA,NA,NA,NA,99,"Stoke"
2008,"Apr",1,1,0,0,1,1,NA,2,100,"Stoke"
2008,"May",1,1,1,1,0,0,NA,2,101,"Stoke"
2008,"Jun",0,0,0,0,0,0,NA,0,102,"Stoke"
2008,"Jul",0,0,0,0,3,3,NA,3,103,"Stoke"
2008,"Aug",1,1,0,0,0,0,NA,1,104,"Stoke"
2008,"Sep",0,0,0,0,0,0,NA,0,105,"Stoke"
2008,"Oct",1,1,0,0,0,0,NA,1,106,"Stoke"
2008,"Nov",1,1,0,0,0,0,NA,1,107,"Stoke"
2008,"Dec",3,3,0,0,0,0,NA,3,108,"Stoke"
2009,"Jan",2,2,0,0,0,0,NA,2,109,"Stoke"
2009,"Feb",1,1,0,0,1,1,NA,2,110,"Stoke"
2009,"Mar",0,0,0,0,0,0,NA,0,111,"Stoke"
2009,"Apr",1,1,0,0,1,0,NA,2,112,"Stoke"
2009,"May",1,1,0,0,1,1,NA,2,113,"Stoke"
2009,"Jun",3,3,0,0,1,1,NA,4,114,"Stoke"
2009,"Jul",1,1,0,0,1,1,NA,2,115,"Stoke"
2009,"Aug",0,0,0,0,2,2,NA,2,116,"Stoke"
2009,"Sep",1,1,0,0,1,1,NA,2,117,"Stoke"
2009,"Oct",2,2,0,0,0,0,NA,2,118,"Stoke"
2009,"Nov",1,1,0,0,0,0,NA,1,119,"Stoke"
2009,"Dec",0,0,0,0,0,0,NA,0,120,"Stoke"
2010,"Jan",2,2,0,0,0,0,NA,2,121,"Stoke"
2010,"Feb",0,0,0,0,1,0,NA,1,122,"Stoke"
2010,"Mar",3,3,0,0,0,0,NA,3,123,"Stoke"
2010,"Apr",3,3,0,0,2,2,NA,5,124,"Stoke"
2010,"May",2,1,0,0,0,0,NA,2,125,"Stoke"
2010,"Jun",2,2,0,0,0,0,NA,2,126,"Stoke"
2010,"Jul",1,1,0,0,0,0,NA,1,127,"Stoke"
2010,"Aug",1,1,0,0,0,0,NA,1,128,"Stoke"
2010,"Sep",1,1,0,0,0,0,NA,1,129,"Stoke"
2010,"Oct",1,1,0,0,0,0,NA,1,130,"Stoke"
2010,"Nov",1,1,1,1,0,0,NA,2,131,"Stoke"
2010,"Dec",2,2,0,0,0,0,NA,2,132,"Stoke"
2011,"Jan",0,0,1,1,0,0,NA,1,133,"Stoke"
2011,"Feb",0,0,1,1,0,0,NA,1,134,"Stoke"
2011,"Mar",1,1,0,0,0,0,NA,1,135,"Stoke"
2011,"Apr",0,0,0,0,0,0,NA,0,136,"Stoke"
2011,"May",1,1,1,1,0,0,NA,2,137,"Stoke"
2011,"Jun",NA,NA,NA,NA,NA,NA,NA,NA,138,"Stoke"
2011,"Jul",NA,NA,NA,NA,NA,NA,NA,NA,139,"Stoke"
2011,"Aug",NA,NA,NA,NA,NA,NA,NA,NA,140,"Stoke"
2011,"Sep",NA,NA,NA,NA,NA,NA,NA,NA,141,"Stoke"
2011,"Oct",NA,NA,NA,NA,NA,NA,NA,NA,142,"Stoke"
2011,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,143,"Stoke"
2011,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,144,"Stoke"
1999,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,-1,"Wycombe"
1999,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,0,"Wycombe"
2000,"Jan",NA,NA,NA,NA,NA,NA,NA,NA,1,"Wycombe"
2000,"Feb",NA,NA,NA,NA,NA,NA,NA,NA,2,"Wycombe"
2000,"Mar",NA,NA,NA,NA,NA,NA,NA,NA,3,"Wycombe"
2000,"Apr",NA,NA,NA,NA,NA,NA,NA,NA,4,"Wycombe"
2000,"May",NA,NA,NA,NA,NA,NA,NA,NA,5,"Wycombe"
2000,"Jun",NA,NA,NA,NA,NA,NA,NA,NA,6,"Wycombe"
2000,"Jul",NA,NA,NA,NA,NA,NA,NA,NA,7,"Wycombe"
2000,"Aug",NA,NA,NA,NA,NA,NA,NA,NA,8,"Wycombe"
2000,"Sep",NA,NA,NA,NA,NA,NA,NA,NA,9,"Wycombe"
2000,"Oct",NA,NA,NA,NA,NA,NA,NA,NA,10,"Wycombe"
2000,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,11,"Wycombe"
2000,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,12,"Wycombe"
2001,"Jan",NA,NA,NA,NA,NA,NA,NA,NA,13,"Wycombe"
2001,"Feb",NA,NA,NA,NA,NA,NA,NA,NA,14,"Wycombe"
2001,"Mar",NA,NA,NA,NA,NA,NA,NA,NA,15,"Wycombe"
2001,"Apr",NA,NA,NA,NA,NA,NA,NA,NA,16,"Wycombe"
2001,"May",NA,NA,NA,NA,NA,NA,NA,NA,17,"Wycombe"
2001,"Jun",NA,NA,NA,NA,NA,NA,NA,NA,18,"Wycombe"
2001,"Jul",NA,NA,NA,NA,NA,NA,NA,NA,19,"Wycombe"
2001,"Aug",NA,NA,NA,NA,NA,NA,NA,NA,20,"Wycombe"
2001,"Sep",NA,NA,NA,NA,NA,NA,NA,NA,21,"Wycombe"
2001,"Oct",NA,NA,NA,NA,NA,NA,NA,NA,22,"Wycombe"
2001,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,23,"Wycombe"
2001,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,24,"Wycombe"
2002,"Jan",NA,NA,NA,NA,NA,NA,NA,NA,25,"Wycombe"
2002,"Feb",NA,NA,NA,NA,NA,NA,NA,NA,26,"Wycombe"
2002,"Mar",NA,NA,NA,NA,NA,NA,NA,NA,27,"Wycombe"
2002,"Apr",NA,NA,NA,NA,NA,NA,NA,NA,28,"Wycombe"
2002,"May",NA,NA,NA,NA,NA,NA,NA,NA,29,"Wycombe"
2002,"Jun",NA,NA,NA,NA,NA,NA,NA,NA,30,"Wycombe"
2002,"Jul",NA,NA,NA,NA,NA,NA,NA,NA,31,"Wycombe"
2002,"Aug",NA,NA,NA,NA,NA,NA,NA,NA,32,"Wycombe"
2002,"Sep",NA,NA,NA,NA,NA,NA,NA,NA,33,"Wycombe"
2002,"Oct",NA,NA,NA,NA,NA,NA,NA,NA,34,"Wycombe"
2002,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,35,"Wycombe"
2002,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,36,"Wycombe"
2003,"Jan",NA,NA,NA,NA,NA,NA,NA,NA,37,"Wycombe"
2003,"Feb",NA,NA,NA,NA,NA,NA,NA,NA,38,"Wycombe"
2003,"Mar",NA,NA,NA,NA,NA,NA,NA,NA,39,"Wycombe"
2003,"Apr",NA,NA,NA,NA,NA,NA,NA,NA,40,"Wycombe"
2003,"May",NA,NA,NA,NA,NA,NA,NA,NA,41,"Wycombe"
2003,"Jun",NA,NA,NA,NA,NA,NA,NA,NA,42,"Wycombe"
2003,"Jul",NA,NA,NA,NA,NA,NA,NA,NA,43,"Wycombe"
2003,"Aug",NA,NA,NA,NA,NA,NA,NA,NA,44,"Wycombe"
2003,"Sep",NA,NA,NA,NA,NA,NA,NA,NA,45,"Wycombe"
2003,"Oct",NA,NA,NA,NA,NA,NA,NA,NA,46,"Wycombe"
2003,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,47,"Wycombe"
2003,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,48,"Wycombe"
2004,"Jan",NA,NA,NA,NA,NA,NA,NA,NA,49,"Wycombe"
2004,"Feb",NA,NA,NA,NA,NA,NA,NA,NA,50,"Wycombe"
2004,"Mar",NA,NA,NA,NA,NA,NA,NA,NA,51,"Wycombe"
2004,"Apr",NA,NA,NA,NA,NA,NA,NA,NA,52,"Wycombe"
2004,"May",NA,NA,NA,NA,NA,NA,NA,NA,53,"Wycombe"
2004,"Jun",NA,NA,NA,NA,NA,NA,NA,NA,54,"Wycombe"
