"Year","Month","CardioTot","CardioED","HypoTot","HypoED","RespTot","RespED","Admissions","AllCases","MonthNr","Hospital"
2001,"Oct",NA,NA,NA,NA,NA,NA,NA,NA,22,"Wansbeck"
2001,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,23,"Wansbeck"
2001,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,24,"Wansbeck"
2002,"Jan",NA,NA,NA,NA,NA,NA,NA,NA,25,"Wansbeck"
2002,"Feb",NA,NA,NA,NA,NA,NA,NA,NA,26,"Wansbeck"
2002,"Mar",NA,NA,NA,NA,NA,NA,NA,NA,27,"Wansbeck"
2002,"Apr",NA,NA,NA,NA,NA,NA,NA,NA,28,"Wansbeck"
2002,"May",NA,NA,NA,NA,NA,NA,NA,NA,29,"Wansbeck"
2002,"Jun",NA,NA,NA,NA,NA,NA,NA,NA,30,"Wansbeck"
2002,"Jul",NA,NA,NA,NA,NA,NA,NA,NA,31,"Wansbeck"
2002,"Aug",NA,NA,NA,NA,NA,NA,NA,NA,32,"Wansbeck"
2002,"Sep",NA,NA,NA,NA,NA,NA,NA,NA,33,"Wansbeck"
2002,"Oct",NA,NA,NA,NA,NA,NA,NA,NA,34,"Wansbeck"
2002,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,35,"Wansbeck"
2002,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,36,"Wansbeck"
2003,"Jan",NA,NA,NA,NA,NA,NA,NA,NA,37,"Wansbeck"
2003,"Feb",NA,NA,NA,NA,NA,NA,NA,NA,38,"Wansbeck"
2003,"Mar",NA,NA,NA,NA,NA,NA,NA,NA,39,"Wansbeck"
2003,"Apr",5,5,4,4,0,0,1141,9,40,"Wansbeck"
2003,"May",2,2,5,5,0,0,1195,7,41,"Wansbeck"
2003,"Jun",4,4,11,11,0,0,1266,15,42,"Wansbeck"
2003,"Jul",1,1,8,8,1,1,1336,10,43,"Wansbeck"
2003,"Aug",2,2,4,4,0,0,1252,6,44,"Wansbeck"
2003,"Sep",1,1,2,2,0,0,1221,3,45,"Wansbeck"
2003,"Oct",2,2,5,5,0,0,1309,7,46,"Wansbeck"
2003,"Nov",3,3,5,5,1,1,1237,9,47,"Wansbeck"
2003,"Dec",5,5,10,10,3,3,1354,18,48,"Wansbeck"
2004,"Jan",2,2,6,6,0,0,1304,8,49,"Wansbeck"
2004,"Feb",2,2,6,6,0,0,1202,8,50,"Wansbeck"
2004,"Mar",6,6,6,6,0,0,1351,12,51,"Wansbeck"
2004,"Apr",7,7,8,8,2,2,1285,17,52,"Wansbeck"
2004,"May",3,3,7,7,1,1,1361,11,53,"Wansbeck"
2004,"Jun",8,8,6,6,2,2,1393,16,54,"Wansbeck"
2004,"Jul",3,3,8,8,2,2,1362,13,55,"Wansbeck"
2004,"Aug",5,5,7,7,3,3,1320,15,56,"Wansbeck"
2004,"Sep",4,4,7,7,1,1,1361,12,57,"Wansbeck"
2004,"Oct",9,9,1,1,0,0,1342,10,58,"Wansbeck"
2004,"Nov",6,6,5,5,0,0,1243,11,59,"Wansbeck"
2004,"Dec",5,5,7,7,0,0,1530,12,60,"Wansbeck"
2005,"Jan",4,4,6,6,0,0,1525,10,61,"Wansbeck"
2005,"Feb",2,2,7,7,0,0,1436,9,62,"Wansbeck"
2005,"Mar",4,4,5,5,1,1,1631,10,63,"Wansbeck"
2005,"Apr",10,10,14,14,1,1,1708,25,64,"Wansbeck"
2005,"May",4,4,13,13,0,0,1790,17,65,"Wansbeck"
2005,"Jun",3,3,14,14,4,4,1851,21,66,"Wansbeck"
2005,"Jul",6,6,9,9,0,0,1840,15,67,"Wansbeck"
2005,"Aug",7,7,10,10,1,1,1820,18,68,"Wansbeck"
2005,"Sep",2,2,11,11,0,0,1712,13,69,"Wansbeck"
2005,"Oct",7,7,12,12,0,0,1672,19,70,"Wansbeck"
2005,"Nov",9,9,13,13,0,0,1575,22,71,"Wansbeck"
2005,"Dec",6,6,17,17,1,1,1740,24,72,"Wansbeck"
2006,"Jan",1,1,9,9,0,0,1719,10,73,"Wansbeck"
2006,"Feb",8,8,8,8,1,1,1584,17,74,"Wansbeck"
2006,"Mar",8,8,7,7,5,5,1765,20,75,"Wansbeck"
2006,"Apr",2,2,13,13,0,0,1687,15,76,"Wansbeck"
2006,"May",4,4,10,10,0,0,1743,14,77,"Wansbeck"
2006,"Jun",5,5,23,23,1,1,1801,29,78,"Wansbeck"
2006,"Jul",7,7,6,6,1,1,1854,14,79,"Wansbeck"
2006,"Aug",5,5,11,11,1,1,1772,17,80,"Wansbeck"
2006,"Sep",3,3,14,14,3,3,1628,20,81,"Wansbeck"
2006,"Oct",6,6,10,10,1,1,1631,17,82,"Wansbeck"
2006,"Nov",7,7,8,8,0,0,1564,15,83,"Wansbeck"
2006,"Dec",5,5,12,12,1,1,1700,18,84,"Wansbeck"
2007,"Jan",5,5,14,14,0,0,1794,19,85,"Wansbeck"
2007,"Feb",8,8,11,11,5,5,1542,24,86,"Wansbeck"
2007,"Mar",4,4,10,10,2,2,1683,16,87,"Wansbeck"
2007,"Apr",2,2,5,5,1,1,1752,8,88,"Wansbeck"
2007,"May",3,3,10,10,2,2,1822,15,89,"Wansbeck"
2007,"Jun",2,2,7,7,1,1,1726,10,90,"Wansbeck"
2007,"Jul",2,2,9,9,1,1,1872,12,91,"Wansbeck"
2007,"Aug",5,5,6,6,0,0,1743,11,92,"Wansbeck"
2007,"Sep",0,0,8,8,0,0,1664,8,93,"Wansbeck"
2007,"Oct",0,0,11,11,0,0,1787,11,94,"Wansbeck"
2007,"Nov",7,7,11,11,2,2,1761,20,95,"Wansbeck"
2007,"Dec",1,1,7,7,2,2,1719,10,96,"Wansbeck"
2008,"Jan",4,4,7,7,2,2,1896,13,97,"Wansbeck"
2008,"Feb",4,4,5,5,1,1,1895,10,98,"Wansbeck"
2008,"Mar",3,3,9,9,0,0,1879,12,99,"Wansbeck"
2008,"Apr",3,3,10,10,2,2,1889,15,100,"Wansbeck"
2008,"May",11,11,17,17,2,2,2012,30,101,"Wansbeck"
2008,"Jun",8,8,14,14,0,0,1921,22,102,"Wansbeck"
2008,"Jul",7,7,8,8,3,3,1964,18,103,"Wansbeck"
2008,"Aug",13,13,10,10,2,2,1854,25,104,"Wansbeck"
2008,"Sep",6,6,5,5,1,1,1890,12,105,"Wansbeck"
2008,"Oct",2,2,11,11,0,0,1912,13,106,"Wansbeck"
2008,"Nov",4,4,11,11,3,3,1782,18,107,"Wansbeck"
2008,"Dec",4,4,18,18,1,1,2051,23,108,"Wansbeck"
2009,"Jan",7,7,12,12,2,2,1806,21,109,"Wansbeck"
2009,"Feb",4,4,14,14,2,2,1840,20,110,"Wansbeck"
2009,"Mar",2,2,25,25,1,1,1971,28,111,"Wansbeck"
2009,"Apr",3,3,14,14,2,2,1903,19,112,"Wansbeck"
2009,"May",4,4,10,10,3,3,1876,17,113,"Wansbeck"
2009,"Jun",5,5,14,14,1,1,1817,20,114,"Wansbeck"
2009,"Jul",3,3,17,17,1,1,1949,21,115,"Wansbeck"
2009,"Aug",1,1,18,18,0,0,1830,19,116,"Wansbeck"
2009,"Sep",5,5,15,15,0,0,1918,20,117,"Wansbeck"
2009,"Oct",11,11,14,14,3,3,1911,28,118,"Wansbeck"
2009,"Nov",7,7,10,10,0,0,1738,17,119,"Wansbeck"
2009,"Dec",9,9,11,11,1,1,1857,21,120,"Wansbeck"
2010,"Jan",13,13,16,16,0,0,1743,29,121,"Wansbeck"
2010,"Feb",4,4,17,17,1,1,1760,22,122,"Wansbeck"
2010,"Mar",5,5,13,13,2,2,2028,20,123,"Wansbeck"
2010,"Apr",8,8,14,14,2,2,1878,24,124,"Wansbeck"
2010,"May",9,9,10,10,0,0,1947,19,125,"Wansbeck"
2010,"Jun",6,6,19,19,0,0,1986,25,126,"Wansbeck"
2010,"Jul",8,8,15,15,0,0,1925,23,127,"Wansbeck"
2010,"Aug",4,4,19,19,0,0,1970,23,128,"Wansbeck"
2010,"Sep",1,1,10,10,1,1,1970,12,129,"Wansbeck"
2010,"Oct",8,8,17,17,0,0,2045,25,130,"Wansbeck"
2010,"Nov",12,12,12,12,1,1,1890,25,131,"Wansbeck"
2010,"Dec",5,5,11,11,1,1,1969,17,132,"Wansbeck"
2011,"Jan",5,5,17,17,3,3,2009,25,133,"Wansbeck"
2011,"Feb",1,1,18,18,0,0,1861,19,134,"Wansbeck"
2011,"Mar",6,6,19,19,2,2,2027,27,135,"Wansbeck"
2011,"Apr",5,5,22,22,2,2,1886,29,136,"Wansbeck"
2011,"May",12,12,23,23,0,0,1983,35,137,"Wansbeck"
2011,"Jun",NA,NA,NA,NA,NA,NA,NA,NA,138,"Wansbeck"
2011,"Jul",NA,NA,NA,NA,NA,NA,NA,NA,139,"Wansbeck"
2011,"Aug",NA,NA,NA,NA,NA,NA,NA,NA,140,"Wansbeck"
2011,"Sep",NA,NA,NA,NA,NA,NA,NA,NA,141,"Wansbeck"
2011,"Oct",NA,NA,NA,NA,NA,NA,NA,NA,142,"Wansbeck"
2011,"Nov",NA,NA,NA,NA,NA,NA,NA,NA,143,"Wansbeck"
2011,"Dec",NA,NA,NA,NA,NA,NA,NA,NA,144,"Wansbeck"
